route_id,direction_id,stop_1,stop_2,distance_m,llm_explanation
15192,0,Putnam Ave @ opp EPD Company,Putnam Ave @ Millstone Apartments,70.91,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Putnam Ave @ Newhall St,Leeder Hill Dr @ Putnam Ave,42.7,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Putnam Ave @ Newhall St,Newhall St @ Putnam Ave,28.42,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Putnam Ave @ Newhall St,Putnam Ave @ Newhall St,42.79,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Putnam Ave @ Winnett St,Putnam Ave @ opp Winnett St,45.44,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Putnam Ave @ Paramount Ave,Putnam Ave @ opp Paramount Ave,41.74,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Putnam Ave @ Paramount Ave,Putnam Ave @ opp Winnett St,113.78,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Putnam Ave @ Francis Ave,Putnam Ave @ Turnor Ave,93.52,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Putnam Ave @ Francis Ave,Putnam Ave @ opp Francis Ave,47.87,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Putnam Ave @ Francis Ave,Putnam Ave @ opp Paramount Ave,95.51,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Putnam Ave @ Turnor Ave,Putnam Ave @ Davenport Apts,97.7,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Putnam Ave @ Turnor Ave,Putnam Ave @ opp Francis Ave,52.5,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Putnam Ave @ Davenport Apts,Putnam Ave @ opp Francis Ave,124.49,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Putnam Ave @ opp Clifford St,Putnam Ave @ Carleton St,99.72,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Treadwell St @ Belmont St,Treadwell St @ Clifford St,119.29,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Treadwell St @ Manor St,Treadwell St @ Dawes Ave,89.12,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Treadwell St @ Dawes Ave,Treadwell St @ Martin Ter,96.13,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Treadwell St @ Martin Ter,Leeder Hill Dr @ Treadwell St,94.03,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Leeder Hill Dr @ Putnam Ave,Newhall St @ Putnam Ave,54.56,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Leeder Hill Dr @ Putnam Ave,Putnam Ave @ Newhall St,38.17,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Winchester Ave @ Compton St,Winchester Ave @ Woodland St,106.33,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Winchester Ave @ Woodland St,Winchester Ave @ Tilton St,107.9,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Mansfield St @ Division St,Division St @ Sheffield Ave,107.24,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Winchester Ave @ opp Bassett St,Winchester Ave @ Huntington St,91.59,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Winchester Ave @ Huntington St,Winchester Ave @ opp Read St,109.89,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Winchester Ave @ opp Lander St,Winchester Ave @ Goodrich St,71.56,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Winchester Ave @ Goodrich St,Winchester Ave @ opp Marlboro St,95.41,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Winchester Ave @ opp Marlboro St,Winchester Ave @ Morse St,121.19,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Winchester Ave @ Morse St,Winchester Ave @ Bryden Ter,108.34,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Newhall St @ Mill Rock Rd,Mill Rock Rd @ Newhall St,18.55,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Newhall St @ Augur St,Newhall St @ Barraclough Ave,99.79,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Newhall St @ Barraclough Ave,Newhall St @ Putnam Ave,115.17,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,0,Newhall St @ Putnam Ave,Putnam Ave @ Newhall St,30.4,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Putnam Ave @ opp Millstone Apartments,Putnam Ave @ opp EPD Company,124.81,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Putnam Ave @ opp EPD Company,Putnam Ave @ Newhall St,119.78,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Putnam Ave @ Newhall St,Newhall St @ Putnam Ave,10.31,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Putnam Ave @ Newhall St,Newhall St @ opp Barraclough Ave,97.01,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Putnam Ave @ Newhall St,Putnam Ave @ Newhall St,42.79,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Putnam Ave @ Winnett St,Putnam Ave @ opp Winnett St,45.44,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Putnam Ave @ Francis Ave,Putnam Ave @ Turnor Ave,93.52,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Putnam Ave @ Francis Ave,Putnam Ave @ opp Francis Ave,47.87,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Putnam Ave @ Francis Ave,Putnam Ave @ opp Paramount Ave,95.51,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Putnam Ave @ Francis Ave,Putnam Ave @ opp Turnor Ave,117.82,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Putnam Ave @ Turnor Ave,Putnam Ave @ Davenport Apts,97.7,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Putnam Ave @ Turnor Ave,Putnam Ave @ opp Francis Ave,52.5,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Putnam Ave @ Turnor Ave,Putnam Ave @ opp Turnor Ave,26.28,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Putnam Ave @ Davenport Apts,Putnam Ave @ opp Francis Ave,124.49,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Putnam Ave @ Davenport Apts,Putnam Ave @ opp Turnor Ave,75.06,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Putnam Ave @ opp Francis Ave,Putnam Ave @ opp Turnor Ave,73.35,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Newhall St @ Putnam Ave,Newhall St @ opp Barraclough Ave,90.06,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Newhall St @ Putnam Ave,Putnam Ave @ Newhall St,39.75,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Newhall St @ opp Barraclough Ave,Newhall St @ Augur St,107.22,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Newhall St @ opp Barraclough Ave,Putnam Ave @ Newhall St,119.46,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Newhall St @ Harris St,Newhall St @ Mill Rock Rd,113.36,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Newhall St @ Harris St,Mill Rock Rd @ Newhall St,113.5,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Newhall St @ Mill Rock Rd,Mill Rock Rd @ Newhall St,18.55,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Newberry St @ Winchester Ave,Winchester Ave @ Morse St,91.42,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Winchester Ave @ Morse St,Winchester Ave @ Marlboro St,117.26,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Winchester Ave @ Marlboro St,Winchester Ave @ Goodrich St,113.21,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Winchester Ave @ Goodrich St,Winchester Ave @ Lander St,102.42,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Winchester Ave @ Huntington St,Winchester Ave @ Bassett St,97.24,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Winchester Ave @ Bassett St,Winchester Ave @ Lilac St,100.13,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Winchester Ave @ Lilac St,Winchester Ave @ Ivy St,116.52,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Winchester Ave @ Ivy St,Winchester Ave @ Hazel St,98.49,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Winchester Ave @ Hazel St,Winchester Ave @ Starr St,58.56,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Winchester Ave @ Starr St,Winchester Ave @ Thompson St,98.78,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Division St @ Winchester Ave,Division St @ Sheffield Ave,83.79,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Winchester Ave @ Munson St,Winchester Ave @ opp Tilton St,103.79,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15192,1,Winchester Ave @ opp Tilton St,Winchester Ave @ opp Woodland St,107.88,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,0,Dixwell Ave @ Admiral St,Dixwell Ave @ Henry St,113.39,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,0,Shelton Ave @ Gibbs St,Shelton Ave @ Division St,109.69,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,0,Shelton Ave @ Division St,Shelton Ave @ Thompson St,107.49,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,0,Shelton Ave @ Starr St,Shelton Ave @ Hazel St,32.09,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,0,Shelton Ave @ Hazel St,Shelton Ave @ Ivy St,102.77,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,0,Shelton Ave @ Brewster St,Shelton Ave @ Bassett St,67.54,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,0,Shelton Ave @ Bassett St,Shelton Ave @ Huntington St,105.32,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,0,Shelton Ave @ Huntington St,Shelton Ave @ Read St,97.67,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,0,Shelton Ave @ Goodrich St,Goodrich St @ Butler St,110.93,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,0,Marlboro St @ Shepard St,Shepard @ Goodrich St,111.16,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,0,Shepard @ Goodrich St,Goodrich St @ Butler St,75.71,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,0,Dixwell Ave @ Dudley St,Dixwell Ave @ Morse St,111.2,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,0,Dixwell Ave @ opp Woodin St,Dixwell Ave @ Woodin St,25.62,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,0,Dixwell Ave @ Woodin St,Woodin St @ Notkins St,109.83,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,1,Marlboro St @ Shepard St,Shepard @ Goodrich St,111.16,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,1,Shepard @ Goodrich St,Goodrich St @ Butler St,75.71,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,1,Shelton Ave @ Read St,Shelton Ave @ opp Huntington St,109.45,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,1,Shelton Ave @ opp Huntington St,Shelton Ave @ Bassett St,91.61,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,1,Shelton Ave @ Bassett St,Shelton Ave @ Brewster St,106.27,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,1,Shelton Ave @ Brewster St,Shelton Ave @ Ivy St,104.96,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,1,Shelton Ave @ Hazel St,Shelton Ave @ opp Starr St,31.13,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,1,Shelton Ave @ opp Starr St,Shelton Ave @ Thompson St,94.77,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,1,Shelton Ave @ Thompson St,Shelton Ave @ Division St,107.49,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,1,Shelton Ave @ Division St,Shelton Ave @ Gibbs St,107.61,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,1,Dixwell Ave @ Munson St,Dixwell Ave @ Henry St,120.67,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15193,1,Augustine St @ Solomon Crossing,Augustine St @ Bosley St,105.9,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Dixwell Ave @ Admiral St,Dixwell Ave @ Henry St,113.39,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Dixwell Ave @ Division St,Dixwell Ave @ Thompson St,95.41,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Dixwell Ave @ Ivy St,Dixwell Ave @ Brewster St,69.5,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Dixwell Ave @ Brewster St,Dixwell Ave @ Bassett St,117.31,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Dixwell Ave @ Alling St,Dixwell Ave @ Dudley St,91.41,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Dixwell Ave @ Dudley St,Dixwell Ave @ Morse St,111.2,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Dixwell Ave @ Putnam Ave,Circular Ave @ Dixwell Ave,12.57,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Dixwell Ave @ opp Scott St,Dixwell Ave @ opp Newton St,107.38,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Dixwell Ave @ Oregon Ave,Dixwell Ave @ Church St,107.64,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Dixwell Ave @ opp Robert St,Dixwell Ave @ Benham St,33.98,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Dixwell Ave @ 2165 Dixwell,Dixwell Ave @ Rite Aid Pharmacy,44.93,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Sherman Ave @ opp Sherman Ln,Sherman Ave @ Sherman Ln,37.1,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Sherman Ave @ Raccio Park Dr,Sherman Ave @ opp Raccio Park Rd,45.63,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Sherman Ave @ Rossotto Dr,Sherman Ave @ opp Rossotto Dr,42.31,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Sherman Ave @ Rossotto Dr,Sherman Ave @ opp Raccio Park Rd,108.11,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Sherman Ave @ opp 1075 Sherman Ave,Sherman Ave @ 1075 Sherman Ave,26.17,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Sherman Ave @ Oakwood Sports,Sherman Ave @ YMCA Ctr,40.12,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Sherman Ave @ opp Overlook Dr,Sherman Ave @ opp Crestway,76.63,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Sherman Ave @ opp Crestway,Sherman Ave @ Crestway,52.42,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Sherman Ave @ MGM,Sherman Ave @ opp MGM,21.01,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Sherman Ave @ CT Healing Center,Sherman Ave @ Self Storage,92.65,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Sherman Ave @ CT Healing Center,Sherman Ave @ 825 Sherman Ave,23.35,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Sherman Ave @ 825 Sherman Ave,Sherman Ave @ CT Healing Center,20.5,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Sherman Ave @ Self Storage,Sherman Ave @ 825 Sherman Ave,103.12,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Sherman Ave @ YMCA Ctr,Sherman Ave @ 1075 Sherman Ave,117.54,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Circular Ave @ Dixwell Ave,Circular Ave @ Opp Gorham Ave,118.69,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Circular Ave @ Scott St,Circular Ave @ Newton St,90.68,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Circular Ave @ Newton St,Circular Ave @ Collins St,107.54,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Circular Ave @ Collins St,Circular Ave @ Lexington St,89.93,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Circular Ave @ Lexington St,Circular Ave @ Beacon St,83.63,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Circular Ave @ Church St,Circular Ave @ Taft St,114.6,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Circular Ave @ Opp Gilbert Ave,Circular Ave @ Battis Rd,88.89,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Circular Ave @ Cherry Hill Rd,Cherry Hill Rd @ Highwood Ave,119.01,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Cherry Hill Rd @ Highwood Ave,Cherry Hill Rd @ Federal St,77.53,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Cherry Hill Rd @ Federal St,Cherry Hill Rd @ Springdale St,74.35,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Cherry Hill Rd @ Springdale St,Cherry Hill Rd @ Penn St,69.05,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Cherry Hill Rd @ Penn St,Cherry Hill Rd @ Harrison Dr,75.25,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Cherry Hill Rd @ Harrison Dr,Cherry Hill Rd @ Benham St,95.69,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Mix Ave @ Seramonte Condo 1,Mix Ave @ Promenade Dr 1,105.28,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Mix Ave @ opp Kay Vue Dr,Hamden Plaza @ Mix Ave,108.17,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Dixwell Ave @ Westminster St,Dixwell Ave @ Thompson St,110.32,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,0,Dixwell Ave @ Thompson St,Dixwell Ave @ Colony St,77.53,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,Dixwell Ave @ Whitney Ave,Whitney Ave @ Dixwell Ave,66.12,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,School St @ Whitney Ave,Whitney Ave @ Dixwell Ave,124.73,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,Old Dixwell Ave @ Evergreen Ave,Dixwell Ave @ Evergreen Ave,121.8,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,Hamden Hills Dr @ Avalon Walk 1,Hamden Hills Dr @ Town Walk Dr 2,115.3,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,Sherman Ln @ Sherman Ave,Sherman Ave @ Sherman Ln,24.23,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,Hamden Plaza @ Dixwell Ave,Dixwell Ave @ Chili's,102.62,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,Hamden Plaza @ Dixwell Ave,Dixwell Ave @ Hamden High School,90.64,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,Dixwell Ave @ Chili's,Dixwell Ave @ Hamden High School,113.69,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,Dixwell Ave @ Hamden High School,Dixwell Ave @ opp Connolly Pkwy,106.6,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,Dixwell Ave @ Benham St,Dixwell Ave @ Robert St,80.74,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,Dixwell Ave @ Benham St,Benham St @ Dixwell Ave,32.06,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,Dixwell Ave @ Benham St,Benham St @ Hope Ave,94.04,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,Dixwell Ave @ Robert St,Dixwell Ave @ Maplewood Ter,91.88,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,Dixwell Ave @ Robert St,Benham St @ Dixwell Ave,109.69,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,Dixwell Ave @ Maplewood Ter,Dixwell Ave @ Red Rock Ter,120.12,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,Dixwell Ave @ Red Rock Ter,Dixwell Ave @ opp Mather St,121.42,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,Dixwell Ave @ Hillcrest Ave,Dixwell Ave @ Homestead Ave,86.6,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,Dixwell Ave @ Homestead Ave,Dixwell Ave @ Saint James St,97.93,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,Dixwell Ave @ Millis St,Dixwell Ave @ Church St,109.56,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,Dixwell Ave @ Church St,Dixwell Ave @ Concord St,94.27,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,Dixwell Ave @ Newton St,Dixwell Ave @ Scott St,82.09,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,Dixwell Ave @ Putnam Ave,Circular Ave @ Helen St,18.03,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,Dixwell Ave @ Putnam Ave,Circular Ave @ Dixwell Ave,19.16,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
15194,1,Dixwell Ave @ Cherry Ann St,Dixwell Ave @ Elizabeth St,80.51,[LLM Error] 401 Client Error: Unauthorized for url: https://api.groq.com/openai/v1/chat/completions
